h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,CP,XLCB,X0E,X0R,a0E,a0R,a1E,a1R,Bmax,xBmax,R_T,R_F,R_W,V,S,CP_achieved,LCB_achieved,valid
0.81640625,0.4732510288065843,0.8816,0.9650145772594751,0.6453794139744553,0.7514792899408284,0.20415224913494812,0.335180055401662,0.05482041587901701,0.7978596908442331,0.7541015625,0.47098765432098766,0.3204,0.8412536443148688,27.588279489105936,31.301775147928993,4.083044982698962,6.70360110803324,0.21644612476370512,0.58935790725327,67.96714066778513,6.6425178228458055,61.32462284493932,0.027401292766718405,0.5255534585979357,0.7540935627586108,0.4709879954711527,1
0.408203125,0.9026063100137174,0.6112,0.8104956268221575,0.29902329075882794,0.43240782885753304,0.40830449826989623,0.670360110803324,0.10964083175803402,0.5969084423305588,0.65205078125,0.5353909465020577,0.25279999999999997,0.8026239067055394,15.465815176558978,20.134274010013655,8.166089965397925,13.40720221606648,0.23289224952741022,0.5290725326991677,57.73646138751403,6.418317522843555,51.31814386467047,0.025496594071273596,0.5078148169823086,0.6521254194888949,0.5247862374844656,1
0.521484375,0.15775034293552812,0.5328,0.6359850062473968,0.9444027047332832,0.1133363677742376,0.5538367596173418,0.9530543811051173,0.16446124763705103,0.39595719381688466,0.68037109375,0.42366255144032927,0.2332,0.7589962515618491,38.05409466566491,8.966772872098316,11.076735192346836,19.061087622102345,0.24933837429111533,0.4687871581450654,71.26524951276738,6.501348413064742,64.76390109970264,0.028600618210164405,0.5143841891225124,0.683266758343732,0.4236606973170068,1
0.2041015625,0.6200274348422496,0.2624,0.4814660558100791,0.5980465815176559,0.7883477469276287,0.7579890087522899,0.2910045196092725,0.17588559217555683,0.19500594530321047,0.601025390625,0.49300411522633747,0.1656,0.7203665139525197,25.931630353117956,32.592171142467,15.159780175045798,5.82009039218545,0.25276567765266705,0.4085017835909631,53.5467081295628,6.291074378013386,47.25563375154942,0.02580788795723203,0.4977473882403977,0.6081887154864735,0.49300486673301,1
0.9267578125,0.7640603566529492,0.17631999999999998,0.3069554352353186,0.2516904583020286,0.4692762858443332,0.9035212700997354,0.6261845750109346,0.23070600805457384,0.9928656361474436,0.781689453125,0.5146090534979424,0.14407999999999999,0.6767388588088297,13.809166040571,21.42467000455166,18.070425401994708,12.523691500218693,0.26921180241637216,0.6478596908442331,103.06610501984748,6.820000073056493,96.246104946791,0.03537296220180532,0.5395957860595443,0.7826747614180654,0.5146105308504483,1
0.2607421875,0.30086877000457246,0.8659200000000001,0.15243648479800082,0.8970698722764838,0.2266727355484752,0.11113372684714025,0.9088788453127278,0.28552642393359084,0.7919143876337693,0.615185546875,0.4451303155006859,0.31648,0.6381091211995001,36.39744552967693,12.933545744196632,2.222674536942805,18.177576906254554,0.28565792718007726,0.5875743162901308,50.26268123847678,6.285438073438543,43.97724316503824,0.02963727699570878,0.4973014459874719,0.6180107278120558,0.4451292710930584,1
0.7021484375,0.3351623228166438,0.78752,0.13785922532278216,0.46055597295266715,0.9016841147018663,0.25666598819458575,0.2468289838168829,0.3403468398126079,0.5565213825905122,0.725537109375,0.4502743484224966,0.29688,0.6344648063306955,21.11945905334335,36.55894401456532,5.1333197638917145,4.936579676337658,0.30210405194378237,0.5169564147771537,63.01509169701785,6.641562150387367,56.373529546630486,0.036654144962550365,0.52547784616012,0.7227207735977236,0.45027423239955966,1
0.10205078125,0.808413351623228,0.51712,0.9429404414827155,0.11419984973703982,0.5826126536185707,0.46081823732953386,0.5295232541186762,0.35177118435111365,0.3555701340768379,0.5755126953125,0.5212620027434842,0.22927999999999998,0.8357351103706788,8.996994740796394,25.391442876649975,9.216364746590678,10.590465082373523,0.3055313553053341,0.4566710402230514,45.387549352972826,6.264273580037884,39.12327577293494,0.02973801612483966,0.49562691939938597,0.5797759568114139,0.4914231608484652,1
0.77783203125,0.052583447645176036,0.20064,0.7884214910453977,0.7595792637114952,0.26354119253527536,0.6063504986769795,0.8647033095203382,0.4065916002301307,0.15461888556316372,0.7444580078125,0.4078875171467764,0.15016000000000002,0.7971053727613494,31.585274229902332,14.223941738734638,12.127009973539591,17.294066190406767,0.3219774800690392,0.3963856656689491,86.84157476091882,6.76075341213793,80.08082134878089,0.040295223522288925,0.5349082130056884,0.7454732554416055,0.40788955420923834,1
0.46337890625,0.49291266575217196,0.12224,0.6139108704706372,0.4050269790314869,0.9385525716886663,0.8105027478119275,0.20265344802449334,0.46141201610914767,0.9524785764073967,0.6658447265625,0.47393689986282583,0.13056,0.7534777176176592,19.175944266102043,37.84934000910332,16.21005495623855,4.053068960489867,0.3384236048327443,0.6357435729222191,67.44509097972764,6.539175621384686,60.90591535834295,0.03822030189722403,0.5173770633144757,0.672724835579244,0.4739375888446092,1
0.62353515625,0.9515317786922725,0.81184,0.45939192003331947,0.058670855815859575,0.619481110605371,0.9560350091593731,0.4853477183262866,0.5162324319881647,0.7515273278937227,0.7058837890625,0.5427297668038409,0.30296,0.7148479800083298,7.053479953555085,26.681838871187985,19.120700183187463,9.706954366525732,0.3548697295964494,0.5754581983681168,84.79073038046292,6.759351418080957,78.03137896238196,0.04219108081624219,0.534797287774439,0.7081996219153426,0.5427307910495044,1
0.13037109375,0.2066758116140832,0.73344,0.30487296959600163,0.7040502697903148,0.37687756030951297,0.16364746590677792,0.8205277737279487,0.5276567765266705,0.5505760793800485,0.5825927734375,0.4310013717421125,0.28335999999999995,0.6762182423990004,29.64175944266102,18.190714610832956,3.2729493181355584,16.410555474558976,0.3582970329580012,0.5151728238140145,44.96923463041657,6.288541525529949,38.68069310488662,0.03508595496003508,0.4975469899248357,0.5833028319718134,0.43100022419063405,1
0.94091796875,0.6360310928212163,0.46304,0.27030403998334024,0.35769414657468745,0.05780609922621757,0.3091797272542235,0.10599212713223502,0.5824771924056875,0.31518307433679116,0.7852294921875,0.4954046639231825,0.21576,0.667576009995835,17.51929513011406,7.0232134729176146,6.183594545084469,2.1198425426447005,0.3747431577217063,0.4445549223010373,76.49925690081723,6.947497164433827,69.5517597363834,0.049403023281566594,0.5496833069547199,0.7852786863226294,0.4954044957483196,1
0.35107421875,0.6703246456332876,0.37696,0.1157850895460225,0.9129157844409534,0.7328174783796085,0.5133319763891715,0.441172182533897,0.6372976082847046,0.11423182582311699,0.6377685546875,0.5005486968449931,0.19424,0.6289462723865056,36.952052455433375,30.6486117432863,10.266639527783429,8.823443650677941,0.3911892824854114,0.38426954774693506,56.512161842119205,6.568219449143946,49.94394239297526,0.041938740681046124,0.5196749998103785,0.6386051740894685,0.5005488306105736,1
0.640869140625,0.25468678555098306,0.10656000000000002,0.9208663057059557,0.566559661225326,0.41374601729631316,0.6588642377366172,0.7763522379355591,0.6921180241637216,0.91209151666735,0.71021728515625,0.4382030178326475,0.12664,0.8302165764264889,24.829588142886408,19.48111060537096,13.177284754732344,15.527044758711181,0.4076354072491165,0.623627455000205,78.97264076728942,6.714800216746191,72.25784055054324,0.048602714185143905,0.5312724138379853,0.7102195424690018,0.43820211353641114,1
0.051025390625,0.3828684651729919,0.98816,0.7663473552686381,0.2202035380096988,0.08879240922936874,0.8630164868715652,0.06181659133984546,0.7035423687022273,0.7111402681536758,0.56275634765625,0.4574302697759488,0.34704,0.7915868388171595,12.707123830339459,8.107734323027906,17.260329737431302,1.2363318267969092,0.41106271061066824,0.5633420804461028,47.719865918271196,6.283130803474443,41.436735114796754,0.03882616144103251,0.4971188956741884,0.5626267406221644,0.45743173964277695,1
0.861572265625,0.8231976832799877,0.71776,0.6118284048313203,0.8655829519841541,0.8402716991701972,0.012008955831467535,0.3969966467415075,0.7583627845812443,0.5101890196400016,0.76539306640625,0.5234796524919982,0.27943999999999997,0.75295710120783,35.2954033194454,34.409509470956905,0.2401791166293507,7.93993293483015,0.4275088353743733,0.5030567058920005,71.4313803575595,6.976318545635023,64.45506181192448,0.054936267431562,0.5519636435643958,0.7654521531360916,0.5234783968515538,1
0.388916015625,0.10028959000152415,0.40128,0.43446183137978217,0.5192268287685267,0.5212002380869017,0.21616120496641564,0.7321767021431695,0.8131832004602614,0.30923777112632744,0.64722900390625,0.4150434385002286,0.20032,0.7086154578449455,23.17293900689843,23.24200833304156,4.323224099328312,14.64353404286339,0.44395496013807845,0.44277133133789826,56.537575562249174,6.65583029630513,49.88174526594405,0.04822607698426346,0.5266067363844067,0.6470636716806986,0.41504264881133873,1
0.540283203125,0.5406188081085199,0.32288,0.4198845719045636,0.1728707055528994,0.20212877700360632,0.3616934663138612,0.0176410555474559,0.8680036163392784,0.07384476608307024,0.68507080078125,0.48109282121627805,0.18072,0.7049711429761408,11.050474694351479,12.074507195126222,7.233869326277223,0.352821110949118,0.4604010849017835,0.37215342982492106,59.695360859132904,6.826464822595273,52.868896036537635,0.05302847614976956,0.5401072745597919,0.6860832302430927,0.4810932712480358,1
0.231689453125,0.9699740893156531,0.052480000000000006,0.24537395132980303,0.8100539580629738,0.8771401561569974,0.5658457154488092,0.35282111094911794,0.8794279608777841,0.8717044569273033,0.60792236328125,0.545496113397348,0.11312,0.6613434878324508,33.351888532204086,35.69990546549491,11.316914308976184,7.056422218982359,0.4638283882633352,0.611511337078191,53.92587585516275,6.637769781804255,47.2881060733585,0.04797827972490837,0.5251777954145612,0.6161569359575774,0.5122125401060099,1
0.901611328125,0.11172077427221459,0.93408,0.09085500089248527,0.37354005873915713,0.5580686950737018,0.7113779767962549,0.6355153812509111,0.9342483767568011,0.6707532084136291,0.77540283203125,0.4167581161408322,0.33352,0.6227137502231213,18.073902055870498,24.532404327579563,14.2275595359251,12.710307625018222,0.48027451302704033,0.5512259625240887,95.66190522150987,7.0071375997660486,88.65476762174382,0.06234694957650378,0.5544020352889267,0.7732673349290675,0.41713200583753185,1
0.311767578125,0.584971803078799,0.6636799999999999,0.9159278871898614,0.027183935523529813,0.2389972339904065,0.9155302259312029,0.9706954366525732,0.9890687926358182,0.46980195989995494,0.62794189453125,0.4877457704618199,0.26591999999999993,0.8289819717974654,5.9514377433235435,13.364903189664227,18.310604518624057,19.413908733051464,0.49672063779074543,0.4909405879699865,73.54806486606323,6.800041834235499,66.74802303182773,0.05238431015602179,0.5380166978704509,0.6281928946214451,0.4877458564160402,1
0.742919921875,0.7180307879896358,0.576064,0.7414172666151009,0.672563349497985,0.990476523931235,0.06452269489110522,0.3086455751567284,0.002383496342565957,0.26885071138628075,0.73572998046875,0.5077046181984454,0.24401599999999998,0.7853543166537752,28.539717232429474,39.666678337593225,1.2904538978221045,6.172911503134568,0.2007150489027698,0.4306552134158842,62.34268898564713,6.601501242854809,55.74118774279232,0.024799166257302115,0.5223082425444707,0.735971742242586,0.5077040051956002,1
0.065185546875,0.26947111720774275,0.30566400000000005,0.5868983161777831,0.32620722628235777,0.6714050628479395,0.2686749440260533,0.5913398454585217,0.05720391222158297,0.06789946287260651,0.56629638671875,0.44042066758116144,0.17641600000000002,0.7467245790444458,16.41725291988252,28.499177199677884,5.3734988805210655,11.826796909170433,0.21716117366647492,0.37036983886178193,40.92962388483148,6.122369423180252,34.807254461651226,0.0207496946089639,0.48439951701749795,0.5691588907256403,0.44041952202548623,1
